date,headline,print_headline,abstract,snippet,lead_paragraph
2004-03-23,REGULATORS WANT ANTIDEPRESSANTS TO LIST WARNING,REGULATORS WANT ANTIDEPRESSANTS TO LIST WARNING,"Food and Drug Administration issues public health advisory on antidepressants, warning that patients taking them can become suicidal in first weeks of therapy; says doctors should watch patients closely when first giving drugs or changing dosages; agency is asking drug manufacturers to place detailed caveats about drugs' side effects prominantly on their labels; agency issues advisory despite fact that no studies have shown convincing link between drug therapy and suicide; regulators say suicide is such a rare side effect that studies on subject have been difficult to interpret; series of secret studies conducted by drug companies that became public last year seemed to show that depressed children and teenagers given antidepressants were more likely to become suicidal than those given placebos; studies also showed that most antidepressants were not effective in treating depression in children and teenagers; FDA is still reviewing those studies; scientific advisory panel urged FDA to issue stronger warnings about possible link between antidepressants and suicide in teenagers and children; Dr Jeffrey Lieberman, psychiatry and pharmacology professor, says agency's action suggests that physicians have become too casual about dispensing antidepressants (M)","Food and Drug Administration issues public health advisory on antidepressants, warning that patients taking them can become suicidal in first weeks of therapy; says doctors should watch patients closely when first giving drugs or changing dosages;...","Patients taking antidepressants can become suicidal in the first weeks of therapy, and physicians should watch patients closely when first giving the drugs or changing dosages, federal regulators said yesterday."
2004-03-26,"Besieged, Accuser And Family Urge Quick Bryant Trial","Besieged, Accuser And Family Urge Quick Bryant Trial","Mother of 19-year-old woman who has accused Kobe Bryant of sexual assault appeals to judge in case to protect her daughter; in letter to Chief Judge W Terry Ruckriegle, she asks that he set trial date soon; says daughter has received hundreds of death threats on phone, in mail and e-mail, as well as thousands of obscene messages; says she fears for daughter's safety; despite laws intended to shield sex-crime victims from withering scrutiny once common in rape cases, woman in Bryant case has become widely known, her anonymity obliterated partly by celebrity culture that surrounds Bryant; she has also faced extensive public skepticism as result of defense's insistence that she be questioned about her sexual encounters to support its contention that incident involved only consensual sex; photo (M)","Mother of 19-year-old woman who has accused Kobe Bryant of sexual assault appeals to judge in case to protect her daughter; in letter to Chief Judge W Terry Ruckriegle, she asks that he set trial date soon; says daughter has received hundreds of d...","The mother of the 19-year-old woman who has accused the basketball star Kobe Bryant of sexual assault appealed to the judge in the case on Thursday, beseeching the court to do what she believed Colorado's rape victim laws had so far failed to do: protect her daughter."
2004-03-27,Increasing Turmoil on Jury Threatens Tyco Trial,Increasing Turmoil on Jury Threatens Tyco Trial,"Escalating turmoil in jury room appears to bring six-month trial of former Tyco International executives L Dennis Kozlowski and Mark H Swartz to verge of collapse after several unusual events, including hand gesture from one juror in open court that seemed to signal her support for defense; jury sends note to State Supreme Court Justice Michael J Obus describing its deliberations as 'irreparably compromised'; Obus denies defense motion for mistrial; case appears to be at impasse because of one juror who is holding out for acquittal on all 32 criminal charges against Kozlowski and Swartz, who are accused of stealing $170 million from Tyco by hiding details of their pay package from board and pilfering $430 million by selling Tyco shares after artificially pumping up their price; Justice Obus photo (M)","Escalating turmoil in jury room appears to bring six-month trial of former Tyco International executives L Dennis Kozlowski and Mark H Swartz to verge of collapse after several unusual events, including hand gesture from one juror in open court th...","Escalating turmoil in the jury room appeared to bring the six-month-long trial of two former Tyco International executives to the verge of collapse yesterday after several highly unusual events, including an ''O.K.'' hand gesture from one juror in open court that seemed to signal her support for the defense."
2004-03-30,9/11 PANEL WANTS RICE UNDER OATH IN ANY TESTIMONY,9/11 PANEL WANTS RICE UNDER OATH IN ANY TESTIMONY,"Chairman and vice chairman of independent commission investigating Sept 11 attacks say they will ask Condoleezza Rice to testify under oath in any future questioning because of discrepancies between her statements and those made in sworn testimony by former counterterrorism chief Richard A Clarke; comments made by commission chairman Thomas H Kean reflect panel's exasperation with White House and Rice; White House has cited executive privilege in refusing to allow her to testify before commission in public or under oath, even as she has granted numerous interviews to news organizations about investigation; she has granted one private interview to commission, not under oath, and has requested another; commission's chairman Thomas H Kean, calling for Rice's sworn testimony, says she should be under same penalty as Clarke, who has been accused by Congressional Republican leaders of lying under oath in describing Bush administration's counterterrorism record; outside adviser to White House says Pres Bush's political staff seeks compromise on Rice's testimony, judging political costs of continuing to fight in midst of tight re-election campaign to outweigh any cost from showing flexibility on principle; photos; chart with information about testimony of several past national security advisers before Congress (M)",Chairman and vice chairman of independent commission investigating Sept 11 attacks say they will ask Condoleezza Rice to testify under oath in any future questioning because of discrepancies between her statements and those made in sworn testimony...,The chairman and vice chairman of the independent commission investigating the Sept. 11 attacks said on Monday that they would ask Condoleezza Rice to testify under oath in any future questioning because of discrepancies between her statements and those made in sworn testimony by President Bush's former counterterrorism chief.
2004-03-31,BUSH ALLOWS RICE TO TESTIFY ON 9/11 IN A PUBLIC SESSION,THREATS AND RESPONSES: THE OVERVIEW; BUSH ALLOWS RICE TO TESTIFY ON 9/11 IN A PUBLIC SESSION,"Pres Bush bows to growing political pressure and agrees to permit his national security adviser Condoleezza Rice to testify in public and under oath before independent commission investigating Sept 11 terrorist attacks; also drops strict terms for his and Vice Pres Cheney's interviews; announces major reversal, after weeks of refusal on separation of powers grounds, in brief appearance at White House; photo; furor grew after testimony by former counterrorism chief Richard A Clarke; commission agrees not to seek public testimony from other White House aides; Bush and Cheney will submit to joint private interview with all ten panel members without time limit, although not under oath; chairman Thomas Kean says Rice will be asked about development of anti-terrorism policy before attacks, her preception of threat then and her public remarks that have been disputed by others including Clarke and Cheney (M)",Pres Bush bows to growing political pressure and agrees to permit his national security adviser Condoleezza Rice to testify in public and under oath before independent commission investigating Sept 11 terrorist attacks; also drops strict terms for...,"President Bush bowed to growing political pressure on Tuesday and agreed to allow Condoleezza Rice, his national security adviser, to testify in public and under oath before the independent commission investigating the Sept. 11 attacks."
2004-04-03,Microsoft and Sun End Long Acrimony In Surprise Accord,Microsoft and Sun End Long Acrimony In Surprise Accord,"Microsoft and Sun Microsystems announce surprising armistice, ending years of public acrimony between Scott McNealy, Sun's chief executive and leader of anti-Microsoft camp in Silicon Valley, and world's largest software company; Microsoft will pay Sun $1.6 billion to settle Sun's antitrust suit against Microsoft and to resolve patent claims; pact also includes 10-year commitment by two companies to work closely together, share technology and license each other's intellectual property; Sun says it will lay off 3,300 employees, or 9 percent of its work force, and report $750 million to $810 million loss for quarter ended in March (M)","Microsoft and Sun Microsystems announce surprising armistice, ending years of public acrimony between Scott McNealy, Sun's chief executive and leader of anti-Microsoft camp in Silicon Valley, and world's largest software company; Microsoft will pa...","Microsoft and Sun Microsystems announced a surprising armistice yesterday, ending years of public acrimony between Scott McNealy, Sun's chief executive and the leader of the anti-Microsoft camp in Silicon Valley, and the world's largest software company."
2004-04-04,Silicon Valley Seeks Peace in Long War Against Microsoft,Silicon Valley Seeks Peace in Long War Against Microsoft,"Settlement of Sun Microsystem's protracted antitrust lawsuit against Microsoft reflects growing realization among companies in Silicon Valley that legal system can do little to resolve their quarrel with Microsoft; many Valley executives say Sun sued for peace in face of Microsoft's overwhelming power and financial might; many executives continue to consider Microsoft an imitator and predator that has freely borrowed Valley's best ideas and added them to its products, but some give Microsoft credit for reaching out to them and trying to change what they see as its overly aggressive business style; photo (M)",Settlement of Sun Microsystem's protracted antitrust lawsuit against Microsoft reflects growing realization among companies in Silicon Valley that legal system can do little to resolve their quarrel with Microsoft; many Valley executives say Sun s...,"It was not that long ago that Scott McNealy, the chairman of Sun Microsystems, referred to his bitter rival, Bill Gates, as Darth Vader and Mr. Gates's company, Microsoft, as the Evil Empire."
2004-04-07,"Since '94 Horror, Rwandans Turn Toward Islam","Since '94 Horror, Rwandans Turn Toward Islam","Many Rwandans, disgusted by role some priests and nuns played in 1994 massacres of 800,000 people, are shunning organized religion, while many more have turned to Islam; Islam is fastest growing religion in still predominantly Catholic Rwanda; Muslim community now boasts so many converts that it is on crash campaign to build new mosques; Muslim leaders credit doubling of their numbers, to about 15 percent of population, to their ability to shield most Muslims, and many other Rwandans, during massacres; photos (M)","Many Rwandans, disgusted by role some priests and nuns played in 1994 massacres of 800,000 people, are shunning organized religion, while many more have turned to Islam; Islam is fastest growing religion in still predominantly Catholic Rwanda; Mus...","When 800,000 of their countrymen were killed in massacres that began 10 years ago this week, many Rwandans lost faith not only in their government but in their religion as well. Today, in what is still a predominantly Catholic country, Islam is the fastest growing religion."
2004-04-08,Sushi Fresh From the Deep . . . the Deep Freeze,Sushi Fresh From the Deep . . . the Deep Freeze,"Wholesalers say 50 to 60 percent of sushi in United States is frozen at some point in its journey from ocean to restaurant table; cite health concerns and growing demand; Food and Drug Administration regulations stipulate that with exception of tuna, which has very clean flesh, all fish to be eaten raw must be frozen first, to kill parasites; FDA leaves enforcement of frozen-fish rule to local health officials; tuna is often frozen, too, because global consumption of sushi continues to rise; even in Japan, many sushi bars routinely use frozen fish when fresh is unavailable or more expensive than market will bear; photos (M)",Wholesalers say 50 to 60 percent of sushi in United States is frozen at some point in its journey from ocean to restaurant table; cite health concerns and growing demand; Food and Drug Administration regulations stipulate that with exception of tu...,"To many food lovers, sushi has become a near religion, and a cornerstone of the faith is that the fish is extraordinarily fresh. Its priests are chefs with seemingly mystical abilities to summon fresh fish from all corners of the globe."
2004-04-11,SECRET BRIEFING SAID THAT QAEDA WAS ACTIVE IN U.S.,THREATS AND RESPONSES: THE PRESIDENT'S BRIEF; SECRET BRIEFING SAID THAT QAEDA WAS ACTIVE IN U.S.,"White House officials release classified briefing Pres Bush got on Aug 6, 2001, that reported Al Qaeda terrorist network maintained active United States presence for years, was suspected of recent surveillance of federal buildings in New York and could be preparing for domestic hijackings; hold none of data in briefing, which did not point to specific time or place or warn that planes could be used as missiles, was later found to be related to Sept 11, 2001 attacks; briefing shows Bush was given more specific and contemporary data about terrorist threats than administration previously admitted; photo (M)","White House officials release classified briefing Pres Bush got on Aug 6, 2001, that reported Al Qaeda terrorist network maintained active United States presence for years, was suspected of recent surveillance of federal buildings in New York and ...","The classified briefing that President Bush received 36 days before the Sept. 11, 2001, attacks reported that the Al Qaeda terrorist network had maintained an active presence in the United States for years, was suspected of recent surveillance of federal buildings in New York and could be preparing for domestic hijackings."
2004-04-12,BUSH SAYS BRIEF ON QAEDA THREAT WAS NOT SPECIFIC,THREATS AND RESPONSES: THE PRESIDENT'S BRIEF; BUSH SAYS BRIEF ON QAEDA THREAT WAS NOT SPECIFIC,"Pres Bush defends adequacy of his response to warnings that terrorists in United States might be planning hijacking; claims intelligence briefing he received on Al Qaeda one month before 9/11 strike contained no specific 'indication of a terrorist attack' on American soil; Bush, in his first public remarks since release of top-secret briefing, echoes testimony by national security adviser Condoleezza Rice before 9/11 commission, which had pushed for release of briefing; Bush for first time suggests that others in his administration may not have done enough to head off attacks; says he understood in summer of 2001 that FBI was looking into domestic terrorist threats; bureau's counterterrorism efforts are focus of hearings this week by 9/11 commission; Bush's comments are part of White House effort to quell storm about briefing he received on Aug 6, 2001; Democrats and Republicans say release of document--along with images of American bloodshed and disorder in Iraq--is threatening central pillar of Bush's re-election campaign, his record on managing national security; photos (M)",Pres Bush defends adequacy of his response to warnings that terrorists in United States might be planning hijacking; claims intelligence briefing he received on Al Qaeda one month before 9/11 strike contained no specific 'indication of a terrorist...,President Bush said on Sunday that the intelligence briefing he received on Al Qaeda one month before the Sept. 11 strike contained no specific ''indication of a terrorist attack'' on American soil. He also defended the adequacy of his response to the warnings that terrorists in the United States might be planning hijackings.
2004-04-15,Panel Members Talking Freely (Some Critics Say Too Freely),THREATS AND RESPONSES: THE COMMISSION; Panel Members Talking Freely (Some Critics Say Too Freely),"Democrats and Republicans alike raise concerns about degree to which 9/11 commission members are discussing their deliberations on television and in newspapers; there is some concern that it will taint panel's conclusions, especially when coupled with what some have called partisan tone to members' questions at hearings; accessibility of commissioners to news media, and openness of their views, is departure from similar independent commissions of past; commission chairman Thomas H Kean says he and his colleagues are so determined to be credible with Americans that they decided early on to conduct themselves in very public manner; photo (M)","Democrats and Republicans alike raise concerns about degree to which 9/11 commission members are discussing their deliberations on television and in newspapers; there is some concern that it will taint panel's conclusions, especially when coupled ...","As President Bush was appearing at a news conference on Tuesday night, the two leaders of the independent commission investigating the Sept. 11 attacks were not behind closed doors dissecting intelligence documents. They were sitting at a CNN studio here waiting to go on ''Larry King Live.''"
2004-04-16,WHITE HOUSE EYES A POWERFUL POST FOR INTELLIGENCE,WHITE HOUSE EYES A POWERFUL POST FOR INTELLIGENCE,"Bush administration may pre-empt 9/11 commission's final report by adopting proposal to create powerful new post of director of national intelligence; management of government's 15 intelligence agencies and control of their budgets, which is now scattered across several departments and agencies, would be put under direction of single person; plan was drafted year ago by presidential advisory panel headed by Brent Scowcroft; it was given little White House attention until after 9/11 commission presented withering dissection of American intelligence agencies and commissioners indicated they are preparing to call for more central control; White House is also considering changes within FBI, including creation of new directorate within bureau responsible for domestic intelligece-gathering and analysis; Pentagon's determination to retain its grip of vast swath of intelligence budget it now controls remains significant obstacle to any White House recommendation for major change; chart (M)","Bush administration may pre-empt 9/11 commission's final report by adopting proposal to create powerful new post of director of national intelligence; management of government's 15 intelligence agencies and control of their budgets, which is now s...","The White House is weighing whether to pre-empt the Sept. 11 commission's final report this summer by embracing a proposal to create a powerful new post of director of national intelligence, administration officials said on Thursday."
2004-04-19,SPANISH PREMIER ORDERS SOLDIERS HOME FROM IRAQ,SPANISH PREMIER ORDERS SOLDIERS HOME FROM IRAQ,"Spain's new Prime Min Jose Luis Rodriguez Zapatero orders Spanish troops to leave Iraq 'as soon as possible,' keeping a firm campaign promise just 24 hours after he is sworn in; says it is unlikely that United Nations will be playing leading role in Iraq any time soon, which had been his condition for Spain's 1,300 troops to remain; Zapatero's move does not come as surprise to United States, but White House officials say decision is bitter moment for Pres Bush; fear is that Spanish withdrawal will make it more difficult to continue to internationalize forces in Iraq as June 30 date approaches for transfer of soverign power to Iraqi government; Spanish Defense Ministry official says Spanish withdrawal from south-central region around Najaf might take one month; national security adviser Condoleezza Rice voices fear that terrorists could draw 'wrong lesson from Spain' and attempt other attacks aimed at dividing allies; Sen John Kerry, Democrat running for president, expresses regret at Zapatero's decision, noting need for United States to find new coalition partners to share burden in Iraq; photo; chart (M)","Spain's new Prime Min Jose Luis Rodriguez Zapatero orders Spanish troops to leave Iraq 'as soon as possible,' keeping a firm campaign promise just 24 hours after he is sworn in; says it is unlikely that United Nations will be playing leading role ...",Correction Appended
2004-04-20,JORDANIAN KING PUTS OFF MEETING BUSH OVER ISRAEL,JORDANIAN KING PUTS OFF MEETING BUSH OVER ISRAEL,"King Abdullah of Jordan puts off visit to Washington, in rebuff to Pres Bush linked to his recent support for Israel's territorial claims in West Bank; Jordanian government issues statement saying meeting will wait until Bush administration clarifies American position on peace process and final situation in Palestinian territories; Jordanian officials make clear that Abdullah is irked by Bush's declarations in his meeting with Prime Min Ariel Sharon last week, during which Bush broke with American policy and supported Israel's ultimate retention of some settlements in West Bank and also rejected longtime Palestinian demand for right of return to homes abandoned in 1948 in what is now Israel; Jordanian statement follows by week similar protest by Pres Hosni Mubarak of Egypt; administration officials say that they still expect Jordan and Egypt to try to help with security in Gaza Strip and parts of West Bank, from which Israeli forces and settlers are to be withdrawn under Sharon's plan (M)","King Abdullah of Jordan puts off visit to Washington, in rebuff to Pres Bush linked to his recent support for Israel's territorial claims in West Bank; Jordanian government issues statement saying meeting will wait until Bush administration clarif...","King Abdullah of Jordan dealt a rebuff to President Bush on Monday, abruptly putting off his visit to Washington scheduled for later this week. Jordanian officials said the visit had become impossible in light of Mr. Bush's recent support for Israel's territorial claims in the West Bank."
2004-04-23,"Freed From Captivity in Iraq, Japanese Return to More Pain","THE STRUGGLE FOR IRAQ: THE HOSTAGES; Freed From Captivity in Iraq, Japanese Return to More Pain","Japanese civilians taken hostage in Iraq are reviled on their return to Japan and have gone into hiding, effectively becoming prisoners inside their own homes; are accused of acting selfishly in pursuing their individual goals, defying government advisory against travel to Iraq and causing trouble for Japan; government says it will bill them $6,000 for their return air fare; former hostages--Nahoko Takato, Noriaki Imai, Soichiro Koriyama, Junpei Yasuda and Nobutaka Watanabe--are nevertheless praised by Sec of State Colin L Powell; photos (M)","Japanese civilians taken hostage in Iraq are reviled on their return to Japan and have gone into hiding, effectively becoming prisoners inside their own homes; are accused of acting selfishly in pursuing their individual goals, defying government ...","The young Japanese civilians taken hostage in Iraq returned home this week, not to the warmth of a yellow-ribbon embrace but to a disapproving nation's cold stare."
2004-04-24,CARMAKERS LIMIT NEW YORK LEASES,CARMAKERS LIMIT NEW YORK LEASES,"General Motors, Ford and DaimlerChrysler are among nearly dozen automobile makers and roughly 40 financial institutions that have decided that financial risks of leasing cars in New York State are too high; reason is 1924 law that holds owners of vehicles responsible for accidents, even if car is not in their possession; law has been invoked in increasing number of lawsuits against carmakers whose leased vehicles are involved in accidents; automotive industry has implored lawmakers to amend or repeal law; trial lawyers say problem is not law, but automakers exaggeration of risks they face (M)","General Motors, Ford and DaimlerChrysler are among nearly dozen automobile makers and roughly 40 financial institutions that have decided that financial risks of leasing cars in New York State are too high; reason is 1924 law that holds owners of ...","Two years ago, shopping for a sporty Chevrolet Cavalier, Jessica Coutsonikas took the route of many a first-time car-buyer short on cash but long on desire: she decided to lease."
2004-04-27,"Yes, Some Students Live in the Library (But Not Like This)","Yes, Some Students Live in the Library (But Not Like This)","New York Univ student Steve Stanzak, who is homeless, has been sleeping in school's Bobst Library for last eight months; says his parents are not contributing to his education and that he took refuge in library after being denied adequate financial aid; NYU officials, learning of his Web site and online diary, give him free room in one of their residence halls for rest of semester; Stanzak, 20, is creative writing and music major who made dean's list last semester; says he is surprised by attention he has received after article about him appeared in campus newspaper; photo (M)","New York Univ student Steve Stanzak, who is homeless, has been sleeping in school's Bobst Library for last eight months; says his parents are not contributing to his education and that he took refuge in library after being denied adequate financia...","In an era when attending college can cost $40,000 a year or more, hardship tales abound. But few match Steve Stanzak's curious story of his last eight months as a homeless sophomore at New York University, sleeping six hours a night in the subbasement of the Bobst Library, showering in the gym or at friends' apartments, doing his homework at a nearby McDonald's and subsisting mostly on bagels and orange juice."
2004-04-28,Damascus Hit By a Bombing And a Gunfight,Damascus Hit By a Bombing And a Gunfight,"Heavily armed assailants detonate bomb near cluster of foreign embassies in Damascus, setting off intense gun battle with Syrian security forces; officials blame 'terrorist and sabotage group,' linking attacks to those in other Arab capitals; one officer and woman passing by are reported killed, as well as two attackers; weapons cache is found in raid in upscale Mazza district; photo of damage to building housing UN office; map (M)","Heavily armed assailants detonate bomb near cluster of foreign embassies in Damascus, setting off intense gun battle with Syrian security forces; officials blame 'terrorist and sabotage group,' linking attacks to those in other Arab capitals; one ...","Heavily armed assailants detonated a bomb near a cluster of foreign embassies in Damascus, the Syrian capital, on Tuesday, setting off an intense gun battle with state security forces that maintain exceptionally tight control over the society."
2004-05-01,"At the Met, Concerns Over the Maestro's Health","At the Met, Concerns Over the Maestro's Health","Metropolitan Opera musicians say conductor James Levine has been suffering from unexplained tremors in his left arm and leg that at times impair his ability to lead orchestra effectively; Levine says tremors began decade ago and that they have not worsened, nor have they hurt his ability to do his job; says intermittent shaking is consistent with Parkinson's disease, but his doctor has not diagnosed that ailment; Levine's health has long been subject of rumors and worry among his admirers and employers; Met, in sign of confidence in Levine, has decided to announce another extension of his contract, from 2007 to 2011; Levine photo (M)",Metropolitan Opera musicians say conductor James Levine has been suffering from unexplained tremors in his left arm and leg that at times impair his ability to lead orchestra effectively; Levine says tremors began decade ago and that they have not...,Correction Appended
2004-05-02,"KERRY STRUGGLING TO FIND A THEME, DEMOCRATS FEAR","CAMPAIGN 2004: THE MASSACHUSETTS SENATOR; KERRY STRUGGLING TO FIND A THEME, DEMOCRATS FEAR","Democratic party officials say Sen John Kerry's nascent presidential campaign is being regularly outmaneuvered by White House as it struggles to find focus and make transition from primaries to fight with Pres Bush; say they are concerned with pace of Kerry's advertising and progress in setting up field organizations in battleground states; veteran campaign operative Donna Brazile calls this 'crucial moment,' and Sen John Edwards, who is potential running mate, is reportedly concerned by signs of trouble in Kerry organization; Kerry has not hired director in major battleground state of Ohio, nor has campaign opened 'war room' to deal with Republican attacks; has not yet unveiled long-promised biographical advertisement highlighting his war record, which Democrats have urged him to broadcast as soon as possible; photo (M)",Democratic party officials say Sen John Kerry's nascent presidential campaign is being regularly outmaneuvered by White House as it struggles to find focus and make transition from primaries to fight with Pres Bush; say they are concerned with pac...,"Two months after Senator John Kerry effectively captured the Democratic presidential nomination, party officials say his campaign is being regularly outmaneuvered by the White House as it struggles to find a focus and to make the transition from the primaries to the fight with President Bush."
2004-05-05,"Cities Enriched Pensions, but Now Struggle to Pay","Cities Enriched Pensions, but Now Struggle to Pay","Deferred retirement option programs, or DROP, form of pension sweeteners hailed as way to keep hard-to-replace public workers on job as they near retirement, are proving far more costly than expected in Houston and number of other cities, leading to probes of pension plans; DROPS, still being presented to other city officials across nation as way to give workers big one-time checks when they retire, at potentially no added cost, have been repeatedly abused by naive or self-serving officials who have pumped up benefits well beyond what pension funds could pay; table; photos (M)","Deferred retirement option programs, or DROP, form of pension sweeteners hailed as way to keep hard-to-replace public workers on job as they near retirement, are proving far more costly than expected in Houston and number of other cities, leading ...","A few years ago, the city of Houston decided to sweeten its workers' retirement benefits. Along with their traditional pensions, city workers nearing retirement were offered special accounts, fed with money from the city pension fund. Although the accounts would pay generous returns, a study showed that the cost to the city would be modest."
2004-05-06,"BUSH, ON ARAB TV, DENOUNCES ABUSE OF IRAQI CAPTIVES","THE STRUGGLE FOR IRAQ: THE PRESIDENT; BUSH, ON ARAB TV, DENOUNCES ABUSE OF IRAQI CAPTIVES","Pres Bush goes on Arab television in effort to limit diplomatic damage from abuse of Iraqi prisoners by American soldiers, saying mistreatment 'does not represent the America that I know'; offers no apology, but pledges to bring all facts into open and says guilty would be held accountable; abuse case has left Bush administration on defensive; State Dept officials acknowledge that they put off release of annual report on human rights abuses around world because they did not want to face awkward questions about how United States could point fingers at time when its own record has been sullied; in Congress, senior members of both parties express anger at failure of Pentagon to keep Congress fully informed about case; Sen John W Warner, Republican chairman of Armed Services Committee, summons Defense Sec Donald H Rumsfeld to public hearing on May 7; national security advisor Condoleezza Rice and deputy secretary of state Richard L Armitage apologize in their interviews with Arab broadcasters; new commandant of Abu Ghraib prison, Maj Gen Geoffrey Miller, also apologizes to Iraqi people; Bush's interviews are broadcast on Al Hurra, US government-sponsored network, and Al Arabiya, Dubai-based broadcaster; photo (M)","Pres Bush goes on Arab television in effort to limit diplomatic damage from abuse of Iraqi prisoners by American soldiers, saying mistreatment 'does not represent the America that I know'; offers no apology, but pledges to bring all facts into ope...","President Bush went on Arab television on Wednesday in an effort to limit the diplomatic damage from the abuse of Iraqi prisoners by American soldiers, offering no direct apology but saying the mistreatment ''does not represent the America that I know.''"
2004-05-09,"In Abuse, a Portrayal of Ill-Prepared, Overwhelmed G.I.'s","THE STRUGGLE FOR IRAQ: THE MILITARY; In Abuse, a Portrayal of Ill-Prepared, Overwhelmed G.I.'s","Interviews with soldiers, their relatives, and military commanders and Army reports reveal soldiers called up from National Guard and Army Reserve for military police battalion involved in prisoner abuse at Abu Ghraib, Iraq, prison had little or no training in guarding enemy prisoners and running prison; soldiers found selves in charge of prison at time when increasing rage of anti-American insurgency and desperation of American commanders to glean intelligence magnified pressures on them; chronology of events; photos (L)","Interviews with soldiers, their relatives, and military commanders and Army reports reveal soldiers called up from National Guard and Army Reserve for military police battalion involved in prisoner abuse at Abu Ghraib, Iraq, prison had little or n...","The orders that sent most of the 320th Military Police Battalion to Iraq came on Feb. 5, 2003, as part of the tide of two-week-a-year soldiers being called up from the National Guard and the Army Reserve in preparation for war."
2004-05-10,"CHECHNYA BOMB KILLS PRESIDENT, A BLOW TO PUTIN","CHECHNYA BOMB KILLS PRESIDENT, A BLOW TO PUTIN","Bomb explodes in stadium in Grozny, capital of Chechnya, killing republic's president Akhmad Kadyrov and delivering severe blow to Pres Vladimir V Putin's efforts to end long, deadly conflict in region; Kadyrov, former rebel leader who was elected president in vote widely considered to be fraudulent, was political figure Putin entrusted to wind down war in Chechnya; his death plunges Kemlin's strategy into ominous uncertainty; there is no immediate claim of responsibility for bomb, which kills 13 others and wounds more than 50; explosion occurs as Kadyrov and other Russian and Chechen leaders attend parade and concert in Grozny; Putin announces that Sergei B Abramov, Kremlin-appointed prime minister of Chechnya, will take over as acting president, as stipulated in republic's new constitution, until elections are held sometime before Sept; photos; map (M)","Bomb explodes in stadium in Grozny, capital of Chechnya, killing republic's president Akhmad Kadyrov and delivering severe blow to Pres Vladimir V Putin's efforts to end long, deadly conflict in region; Kadyrov, former rebel leader who was elected...","A bomb exploded in a stadium in Chechnya's capital on Sunday, killing the republic's president and delivering a severe blow to President Vladimir V. Putin's efforts to end the long, deadly conflict in the region."
2004-05-13,Harsh C.I.A. Methods Cited In Top Qaeda Interrogations,THE STRUGGLE FOR IRAQ: DETAINEES; Harsh C.I.A. Methods Cited In Top Qaeda Interrogations,"Central Intelligence Agency's use of coercive interrogation methods against some high-level leaders and operatives of Al Qaeda produces concern inside agency about abuse; at least one agency employee reportedly has been disciplined for threatening detainee with gun during questioning; Khalid Shaikh Mohammed, thought to have helped plan 9/11 terror attacks, was strapped down, forcibly pushed under water and made to believe he might drown; that and other techniques were authorized by set of secret rules for interrogation of high-level Qaeda prisoners that were endorsed by Justice Dept and CIA; rules are among first adopted by Bush administration after 9/11 for handling detainees and may have helped establish new understanding throughout government that officials would have greater freedom to deal harshly with detainees; methods used by CIA are so severe that senior officials of Federal Bureau of Investigation directed its agents to stay out of interviews for fear of being compromised in future criminal cases; defenders of operation say methods do not violate American anti-torture statutes, and are necessary to fight war against nebulous enemy whose intentions could only be gleaned by extracting information from uncooperative detainees; photo (M)",Central Intelligence Agency's use of coercive interrogation methods against some high-level leaders and operatives of Al Qaeda produces concern inside agency about abuse; at least one agency employee reportedly has been disciplined for threatening...,"The Central Intelligence Agency has used coercive interrogation methods against a select group of high-level leaders and operatives of Al Qaeda that have produced growing concerns inside the agency about abuses, according to current and former counterterrorism officials."
2004-05-14,"FIRST FRIENDS: A Governor's Benefactor; With Help From a College Pal, The Patakis' Wealth Increases","FIRST FRIENDS: A Governor's Benefactor; With Help From a College Pal, The Patakis' Wealth Increases","Special report, First Friends, describes how friends have enabled Gov George E Pataki to amass great wealth while living on public servant's salary and avoiding conflicts of interest; his college roommate Richard A Hayden, who made tens of millions of dollars as real estate investor, employed Libby Pataki as $90,000-a-year consultant and beginning in 1998 he made Patakis partners in lucrative real estate deals; Pataki family finances show that with Hayden's help, Patakis have more than doubled their net worth while governor has been in office, to $2.35 million; family's annual income has grown to $579,453; with governor's salary fixed at $179,000, most of money is being earned by his wife Libby, who also earned $655,000 over last nine years working as consultant to Ronald S Lauder, one of Pataki's strongest political campaign backers; New York imposes no limit on outside income for spouses of elected officials who are not themselves state employees; detailed look at Pataki family finances and investments; photos; graphs (L)","Special report, First Friends, describes how friends have enabled Gov George E Pataki to amass great wealth while living on public servant's salary and avoiding conflicts of interest; his college roommate Richard A Hayden, who made tens of million...",Correction Appended
