date,title,subtitle,standfirst,url,rank
2001-06-04,Immigrants lose hope as they bury children,"Yelena and Yulia Nelimov were teenage girls consumed by teenage ambitions: to dress nicely, to have a good time, and to spend as many weekends as possible at a seafront disco that was a magnet for young immigrants from the former Soviet Union.","<A HREF=""http://www.guardian.co.uk/israel"">Special report: Israel and the Middle East</A><BR><BR>Russians feel robbed of a future in Israel after bombing",https://www.theguardian.com/world/2001/jun/04/israel,2
2001-06-05,Disbelief and rage as new king is crowned,Heir to the throne is cremated after Nepalese capital is closed off amid rioting.,Heir to the throne is cremated after Nepalese capital is closed off amid rioting,https://www.theguardian.com/world/2001/jun/05/rorymccarthy,18
2001-06-06,The 2001 Orange Prize,The 2001 Orange Prize for Fiction has been awarded to 7-2 outsider Kate Grenville. Here is our guide to the best sites.,The 2001 Orange Prize for Fiction has been awarded to 7-2 outsider Kate Grenville. Here is our guide to the best sites,https://www.theguardian.com/news/2001/jun/06/netnotes.chrisalden,6
2001-06-07,Fashion advice for men,"When Tony Blair flashed his pants this week, William Hague's hopes of becoming PM slid further down the pan.  Liz Jones explains","When Tony Blair flashed his pants this week, William Hague's hopes of becoming PM slid further down the pan. <B> Liz Jones</B> explains",https://www.theguardian.com/world/2001/jun/07/gender.williamhague,1
2001-06-08,Iran set to re-elect president,"As President Mohammad Khatami heads for victory in today's presidential vote, the real suspense is whether or not he will win a big enough mandate to boost his campaign to loosen the grip of Iran's ruling clerics.",NA,https://www.theguardian.com/world/2001/jun/08/iran,4
2001-06-09,Iranians vote for reform,Iranians went to the polls yesterday in a presidential election whose outcome is virtually a foregone conclusion: another landslide victory for Mohammad Khatami.,NA,https://www.theguardian.com/world/2001/jun/09/davidhirst,4
2001-06-10,Irish give Europe the jitters,"In rejecting the Treaty of Nice, Ireland has cocked a snook at Europe and started a battle that could affect an entire continent.","In rejecting the Treaty of Nice, Ireland has cocked a snook at Europe and started a battle that could affect an entire continent<BR><BR><A HREF=""http://www.guardian.co.uk/eu"">Special report: European integration</A>",https://www.theguardian.com/world/2001/jun/10/eu.politics1,6
2001-06-11,Obituary: Víctor Paz Estenssoro,"V&iacute;ctor Paz Estenssoro, four times president of Bolivia, and its most important political leader since independence, has died aged 93 - 60 years to the day since he founded the Revolutionary National Movement (MNR), which, since the country's 1952 revolution, has dominated Bolivian politics. He also holds the unique position of being the one revolutionary leader who, judging his revolution a mistake, ruthlessly undid its main features two generations later.",Elder statesman of Bolivia's revolutionary transformation,https://www.theguardian.com/news/2001/jun/11/guardianobituaries.bolivia,1
2001-06-12,Internet dating diary,"Why wait for Mr Right to drop into your lap when, at the click of a mouse, you can meet a dozen men? My internet dating diary, by  Diana Bryant.","Why wait for Mr Right to drop into your lap when, at the click of a mouse, you can meet a dozen men? My internet dating diary, by  Diana Bryant",https://www.theguardian.com/world/2001/jun/12/gender.uk,2
2001-06-13,Bush talks a different language,"George Bush, standing yesterday in front of a fountain at the presidential palace in Madrid, delivered an uncompromising statement to Europe and sighed. He knows it is going to be a tough six-day tour.","President rebuffs critics on first stop of Europe tour<BR><BR><A HREF="" http://www.guardian.co.uk/bush/"">Special report: George Bush's America</A>",https://www.theguardian.com/world/2001/jun/13/usa.ewenmacaskill,19
2001-06-14,The grape escape,"French wine waiters are in short supply - but it may not matter if the new wine pills become popular, writes <B>Jon Henley</B>.","French wine waiters are in short supply - but it may not matter if the new wine pills become popular, writes Jon Henley",https://www.theguardian.com/world/2001/jun/14/worlddispatch.jonhenley,9
2001-06-15,In brief,Nepal verdict | Taking a gamble | Algiers protest,NA,https://www.theguardian.com/world/2001/jun/15/2,2
2001-06-16,"Lean arrested, the tower of Pisa is fit to be tried","In Superman II, local souvenir sellers were not best pleased when the celluloid superhero straightened out their leaning tower, but their real-life counterparts are delighted with the results of an 11-year rescue operation that has taken 40cm (16in) out of the Pisan landmark's famous lean.",NA,https://www.theguardian.com/world/2001/jun/16/philipwillan,21
2001-06-17,Gothenburg: Inquiry into shooting of protesters,The young demonstrator shot by panicking Swedish police during clashes in Gothenburg last week was barely clinging to life last night.,The moment when stones were answered with shots,https://www.theguardian.com/world/2001/jun/17/jasonburke.kamalahmed,7
2001-06-18,Bush smile disarms Moscow,"After months of snubbing Moscow, describing Russia as a problem and a potential adversary, and denouncing Bill Clinton's Russian policies as a failure, the Bush administration has performed an abrupt u-turn.","President reverses White House line<BR><BR><BR><A HREF=""http://www.guardian.co.uk/bush/"">Special report: George Bush's America</A><BR><A HREF=""http://www.guardian.co.uk/russia/"">Special report: Russia</a>",https://www.theguardian.com/world/2001/jun/18/usa.russia,1
2001-06-19,Angolan town 'running on empty' without aid,"United Nations officials are meeting today in Luanda to decide whether aid flights to the hungry town of Kuito can resume. Last Friday UN aid flights in Angola were suspended after Unita rebels fired missiles at two UN cargo aircraft, hitting one of them.",NA,https://www.theguardian.com/world/2001/jun/19/unitednations,3
2001-06-20,Once upon a time in Bulgaria,"A deposed king has become prime minister in a fairy tale election. He faces some tough decisions, warns <B>Kate Connolly</B>.","A deposed king has become prime minister in a fairy tale election. He faces some tough decisions, warns Kate Connolly",https://www.theguardian.com/world/2001/jun/20/worlddispatch.kateconnolly,13
2001-06-21,US tries to settle smoking case,The US government is seeking an out-of-court settlement with the tobacco companies in its $20bn (&#163;15bn) lawsuit against the industry on behalf of sick smokers.,"Government accused of paying back its industry donors with out-of-court deal in £15bn tobacco lawsuit.<BR><BR><A HREF=""http://www.guardian.co.uk/smoking"">Special report: smoking</A>",https://www.theguardian.com/world/2001/jun/21/smoking.janemartinson,1
2001-06-22,Shortcuts,Oversubscribed | Overheard | Pretend you know all about,NA,https://www.theguardian.com/world/2001/jun/22/gender.uk1,9
2001-06-23,Amnesty decries sex-abuser states,"More than 70 countries have laws which criminalise homosexual relations and, in some cases, act as a licence for torture and ill-treatment, according to an Amnesty International report published yesterday.",NA,https://www.theguardian.com/world/2001/jun/23/davidpallister,28
2001-06-24,Black America divided as leaders vie for supremacy,Presidential hopeful Al Sharpton has made a stinging attack on Jesse Jackson from his jail cell.  Ed Vulliamy  reports on a feud rooted in big business funding.,"Presidential hopeful Al Sharpton has made a stinging attack on Jesse Jackson from his jail cell.  Ed Vulliamy  reports on a feud rooted in big business funding<BR><BR><A HREF=""http://www.guardian.co.uk/bush/"">Special report: George Bush's America</A>",https://www.theguardian.com/world/2001/jun/24/usa.edvulliamy,22
2001-06-25,EU leaders threaten to withdraw aid to Macedonia,"The lack of progress in the Macedonian peace talks has dismayed EU leaders, and they told the country's foreign minister today not to count on new financial aid unless the government and ethnic Albanian opponents settle their differences.","<A HREF=""http://www.guardian.co.uk/macedonia/"">Special report: Macedonia</A>",https://www.theguardian.com/world/2001/jun/25/balkans1,13
2001-06-26,Albanian opposition alleges election fraud,"The former Albanian president and current opposition leader Sali Berisha seemed to be on the verge of boycotting the second round of his country's general election yesterday, after preliminary results from the first round gave the government party a clear lead.",NA,https://www.theguardian.com/world/2001/jun/26/2,1
2001-06-27,UN staff 'could cause Aids epidemic in East Timor',The UN was warned yesterday that its staff could set off an Aids epidemic in East Timor after it was revealed that a Darwin hospital had diagnosed 10 aid workers HIV-positive.,"<A HREF=""http://www.guardian.co.uk/aids/"">Special report: Aids</A>",https://www.theguardian.com/world/2001/jun/27/medicalscience.aids,8
2001-06-28,UN fears Cyprus-style division in Congo,"Rival armies have retreated, but big hurdles remain on the road to peace.","Rival armies have retreated, but big hurdles remain on the road to peace",https://www.theguardian.com/world/2001/jun/28/robindenselow,4
2001-06-29,Chris Evans,"Here's our guide to the best sites on Chris Evans, the headline hogger whose job loss yesterday was typically played out in the glare of the media...","Here's our guide to the best sites on Chris Evans, the headline hogger whose job loss yesterday was typically played out in the glare of the media...",https://www.theguardian.com/news/2001/jun/29/netnotes.deborahschofield,9
2001-06-30,Weary nation left with little to lose,"Too weary to celebrate, too resigned to riot, Belgrade woke up to its first day without Slobodan Milosevic sharing his symptoms of depression and high blood pressure.","Joy mixed with resignation as people regret a wasted decade<BR><BR><A HREF=""http://www.guardian.co.uk/serbia"">Special report: Serbia</A><BR><A HREF=""http://www.guardian.co.uk/yugo/"">Special report: Yugoslavian war crimes</A>",https://www.theguardian.com/world/2001/jun/30/balkans.warcrimes1,2
2001-07-01,Why breast tests are best left to the experts,Women who regularly examine their breasts for signs of cancer are wasting their time and may be exposing themselves to danger.,NA,https://www.theguardian.com/world/2001/jul/01/medicalscience.uk,1
2001-07-02,Bananas,"The US has lifted a draconian set of trade sanctions against Europe, following our promise to eat different kinds of bananas, from different places. Here's our guide to the best banana websites.","The US has lifted a draconian set of trade sanctions against Europe, following our promise to eat different kinds of bananas, from different places. Here's our guide to the best banana websites",https://www.theguardian.com/news/2001/jul/02/netnotes.derekbrown,8
2001-07-03,Sidelines,Children as young as 11 are being taught the meaning of swear words in a controversial scheme designed to discourage them from using bad language.,NA,https://www.theguardian.com/world/2001/jul/03/gender.uk1,6
2001-07-04,Troops called in as riots rock British base on Cyprus,Thirty one police officers on a British military base in Cyprus were taken to hospital last night after serious rioting broke out in the compound over the arrest of a Cypriot member of parliament.,NA,https://www.theguardian.com/world/2001/jul/04/cyprus.rebeccaallison,3
2001-07-05,How the City found God,It might surprise you to hear that a million people in the UK have taken a crash course in Christianity called Alpha. But what's even more surprising is that many of them are thrusting young professionals.,"It might surprise you to hear that a million people in the UK have taken a crash course in Christianity called Alpha. But what's even more surprising is that many of them are thrusting young professionals.  <BR><BR><A HREF=""http://www.guardian.co.uk/religion/"">Special report: religion in the UK</A>",https://www.theguardian.com/world/2001/jul/05/religion.uk,1
2001-07-06,Europe on a mission,"<B>Brussels dispatch:</B> The EU is extending its global reach, reports <B>Ian Black</B>, but not everyone is happy about it.","The EU is extending its global reach, reports Ian Black, but not everyone is happy about it",https://www.theguardian.com/world/2001/jul/06/worlddispatch.ianblack,2
2001-07-07,Alarm as Bush plans health cover for unborn,"In a country where 40m people have no health insurance, the Bush administration is planning to offer publicly funded medical coverage to foetuses, in a move which pro-choice activists depict as a stealthy step towards outlawing abortions.","<BR><A HREF=""http://www.guardian.co.uk/bush/"">Special report: George Bush's America</A>",https://www.theguardian.com/world/2001/jul/07/usa.julianborger,4
2001-07-08,Third World boom raises hopes of end to poverty,United Nations report claims the developing world has shown such progress in the last 30 years that it now officially classifies more of the world as developed than undeveloped.,NA,https://www.theguardian.com/world/2001/jul/08/unitednations,17
2001-07-09,High hopes for tea party summit,"The leaders of India and Pakistan meet at the weekend. But they cannot even agree on the agenda, reports <B>Luke Harding</B>.","The leaders of India and Pakistan meet at the weekend. But they cannot even agree on the agenda, reports Luke Harding",https://www.theguardian.com/world/2001/jul/09/worlddispatch.india,1
2001-07-10,Publish and be damned,"When high-powered women tell all, they are condemned as gossips. But they are often providing us with inside information on public institutions. <B>Lucy Ward</B> reports.","When high-powered women tell all, they are condemned as gossips. But they are often providing us with inside information on public institutions. Lucy Ward reports",https://www.theguardian.com/world/2001/jul/10/gender.uk1,4
2001-07-11,Child god  Nepal's new Kumari,"A four-year-old Nepalese girl from the Shakya clan has been chosen as the new Kumari, or ""virgin goddess"", replacing the incumbent who became a mere mortal when she reached puberty.",NA,https://www.theguardian.com/world/2001/jul/11/nepal,6
2001-07-12,Israel rebuked for bulldozing homes,Britain and Russia yesterday joined in overwhelming criticism of Israel by the international community for demolishing Palestinian homes in Gaza and the West Bank.,"<A HREF=""http://www.guardian.co.uk/israel"">Special report: Israel and the Middle East</A>",https://www.theguardian.com/world/2001/jul/12/israel,3
2001-07-13,Ex-Bulgarian monarch is crowned PM,"The resounding victory by the former king of Bulgaria, Simeon II, in last month's general election was crowned yesterday by the announcement that he will become the country's next prime minister.",NA,https://www.theguardian.com/world/2001/jul/13/kateconnolly1,12
2001-07-14,Bush's allies bury campaign funding reform,President George Bush's Republican allies in Congress have killed off Senator John McCain's most promising attempt to overhaul US election campaign funding laws.,NA,https://www.theguardian.com/world/2001/jul/14/usa.johnmccain,9
2001-07-15,Freed Briton tells of Indian nightmare jail,"Chaudhary Aurangzeb was held without trial for seven years, suffering relentless beatings and electric-shock treatment. Now he's back on home soil.",Chaudhary Aurangzeb was held without trial for seven years. Now he's back on home soil,https://www.theguardian.com/world/2001/jul/15/theobserver1,12
2001-07-16,When next door's builders attack,"American Cousin was trying to relax in her flat last week, when suddenly two twirly drills came poking through the wall, making holes and rather a hash of the paintwork. She screamed for the lunatic drilling person to stop, but of course he couldn't hear her.",NA,https://www.theguardian.com/world/2001/jul/16/gender.uk1,1
2001-07-17,Ed Gein,"He wasn't the worst serial killer in history in terms of the number of victims, but he was certainly among the weirdest. Read our guide to the best links on Ed Gein, if you dare","He wasn't the worst serial killer in history in terms of the number of victims, but he was certainly among the weirdest. Read our guide to the best links on Ed Gein, if you dare",https://www.theguardian.com/news/2001/jul/17/netnotes.derekbrown,8
2001-07-18,British protesters' train to Genoa cancelled,A train scheduled to take British protesters to the Group of Eight summit in Genoa was cancelled yesterday after pressure from the French government.,"<A HREF=""http://www.guardian.co.uk/globalisation/"">Special report: globalisation</A>",https://www.theguardian.com/world/2001/jul/18/globalisation,2
2001-07-19,"Lottery hopefuls invoke lizards, spirits and murder","Bizarre good luck rituals are employed by millionaire wannabes in south east Asia, as a macabre killing has grimly demonstrated, writes John Aglionby.","Bizarre good luck rituals are employed by millionaire wannabes in south east Asia, as a macabre killing has grimly demonstrated, writes John Aglionby",https://www.theguardian.com/world/2001/jul/19/worlddispatch.johnaglionby,23
2001-07-20,The Proms,"<b>Net notes:</B> Tonight sees the first of 73 promenade concerts at the Royal
 Albert Hall. Here's our guide to the musical extravaganza that is the Proms",Tonight sees the first of 73 promenade concerts at the Royal  Albert Hall. Here's our guide to the musical extravaganza that is the Proms,https://www.theguardian.com/news/2001/jul/20/netnotes.imogentilden,1
2001-07-21,Comment: Catholics and collusion in genocide,The Vatican is still thwarting trials of Rwandan clerics. It's inexcusable.,The Vatican is still thwarting trials of Rwandan clerics. It's inexcusable,https://www.theguardian.com/world/2001/jul/21/catholicism.religion,4
2001-07-22,Genoa diary: Noreena Hertz,"Noreena Hertz joined a trainload of British protesters, hoping to be part of a non-violent demonstration. There was little chance of that.","Noreena Hertz joined a trainload of British protesters, hoping to be part of a non-violent demonstration. There was little chance of that <BR><BR><A HREF=""http://www.observer.co.uk/global"">Observer special - The globalisation debate </A><BR><BR><A HREF=""http://www.guardian.co.uk/globalisation/"">Special report: globalisation</A>",https://www.theguardian.com/world/2001/jul/22/globalisation.businessandmedia2,7
2001-07-23,Israel 'faces existential crisis',"A professor's claim that new demographic trends could lead to Israel's collapse are based on questionable assumptions, writes <B>Brian Whitaker</B>.","A professor's claim that new demographic trends could lead to Israel's collapse are based on questionable assumptions, writes Brian Whitaker",https://www.theguardian.com/world/2001/jul/23/israel1,11
2001-07-24,Heroin finds new life as club drug,"After years of decline in France, heroin is back, not this time as the drug of despair for white-faced junkies shooting up in darkened corners but as just another of the myriad mind-altering alternatives open to cool young clubbers.",NA,https://www.theguardian.com/world/2001/jul/24/jonhenley,17
2001-07-25,Tennessee judge who brushes with the law,Judge Walter Williams is said by some to be an innovator in the field of jurisprudence.,NA,https://www.theguardian.com/world/2001/jul/25/1,1
2001-07-26,Women need to show emotion,"When a woman stays cool in a crisis, it does her no favours, argues  Lindsay Baker.","When a woman stays cool in a crisis, it does her no favours, argues <B> Lindsay Baker</B>",https://www.theguardian.com/world/2001/jul/26/gender.uk,2
2001-07-27,The troubled children of the intifada,"A new film gives children in the Middle East a voice and wonders whether they will break the violence, writes Suzanne Goldenberg.","A new film gives children in the Middle East a voice and wonders whether they will break the violence, writes Suzanne Goldenberg",https://www.theguardian.com/world/2001/jul/27/worlddispatch.suzannegoldenberg,8
2001-07-28,Police face sack for Genoa 'brutality',"Italy's prime minister, Silvio Berlusconi, yesterday acknowledged international outrage over police brutality at last weekend's G8 summit by hinting he would purge the commanders responsible.","<A HREF=""http://www.guardian.co.uk/globalisation/"">Special report: globalisation</A>",https://www.theguardian.com/world/2001/jul/28/globalisation.rorycarroll,3
2001-07-29,The Observer debate - Will Britain join by 2005?,"With Downing Street and the Treasury once again spinning out of control, The Observer asked leading commentators to read the economic and political runes and predict whether the government would bite the bullet and manage to take Britain in during the current parliament.","With Downing Street and the Treasury once again spinning out of control, The Observer asked leading commentators to read the economic and political runes and predict whether the government will take Britain in during the current parliament.<BR><BR><A HREF=""http://www.observer.co.uk/euro"">The Euro debate - Observer special</A>",https://www.theguardian.com/world/2001/jul/29/euro.eu,8
2001-07-30,Chris Morris,His latest show has attracted a record number of complaints. Read our guide to the best sites on the satirist Middle England loves to hate.,His latest show has attracted a record number of complaints. Read our guide to the best sites on the satirist Middle England loves to hate,https://www.theguardian.com/news/2001/jul/30/netnotes.sarahleft,3
2001-07-31,After the dust has settled,A record number of women are making claims for sexual discrimination in the workplace. But how does it affect your career - and does it change employers' behaviour?<B> Natasha Joffe </B>speaks to some of those who have sued.,A record number of women are making claims for sexual discrimination in the workplace. But how does it affect your career - and does it change employers' behaviour? Natasha Joffe speaks to some of those who have sued,https://www.theguardian.com/world/2001/jul/31/gender.uk,5
2001-08-01,Israel raises the stakes in bloody confrontation,"The Israeli rocket attack on Hamas headquarters has further fuelled the mood of revenge in the one-sided contest for the Holy Land, writes <B>Derek Brown</B>.","The Israeli rocket attack on Hamas headquarters has further fuelled the mood of revenge in the one-sided contest for the Holy Land, writes Derek Brown<BR><BR><A HREF=""http://www.guardian.co.uk/israel/"">Special report: Israel and the Middle East</A>",https://www.theguardian.com/world/2001/aug/01/israel1,13
2001-08-02,Leader: Population speaks,"In a world in which demographers have miscalculated even something as straightforward as the number of school children in the UK, world population projections need to be treated with caution.",The end of world growth in sight,https://www.theguardian.com/world/2001/aug/02/population.guardianleaders,1
2001-08-03,DNA brings hope to Srebrenica's widows,Technology cuts the time and cost of putting names to the remains.,"Technology cuts the time and cost of putting names to the remains<BR><BR><A HREF=""http://www.guardian.co.uk/yugo"">Special report: war crimes in the former Yugoslavia</A>",https://www.theguardian.com/world/2001/aug/03/warcrimes.jenniferfried,2
2001-08-04,Blacklist victims' story finally told,The full inside story of the Hollywood blacklist operated during the hunt for communists in the 40s and 50s is to be told for the first time by one of the main participants.,The Hollywood film academy finally comes clean on the communist witch hunt,https://www.theguardian.com/world/2001/aug/04/filmnews.humanities,13
2001-08-05,America's vanishing border,"They call it Amexica,  the lands straddling the porous US-Mexico frontier where rapidly expanding trade is forging a new culture, reports Ed Vulliamy from Laredo","They call it Amexica,  the lands straddling the porous US-Mexico frontier where rapidly expanding trade is forging a new culture, reports Ed Vulliamy from Laredo",https://www.theguardian.com/world/2001/aug/05/mexico,6
2001-08-06,Fighting for the mighty monuments,The first in a week-long series tells how the UN agency battling to stamp out 'crimes against culture' lacks teeth,The first in a week-long series tells how the UN agency battling to stamp out 'crimes against culture' lacks teeth,https://www.theguardian.com/world/2001/aug/06/humanities.green,5
2001-08-07,Living with the Buddhas of Angkor,"The second in our series on heritage sites finds the jewel of Cambodia threatened by troops, tourists, and poor security.","The second in our series on heritage sites finds the jewel of Cambodia threatened by troops, tourists, and poor security",https://www.theguardian.com/world/2001/aug/07/humanities.green,1
2001-08-08,Heidi highs and lows,"The Swiss are outraged at the latest attempt to modernise one of their greatest national icons, writes <B> Kate Connolly</B>.","The Swiss are outraged at the latest attempt to modernise one of their greatest national icons, writes Kate Connolly",https://www.theguardian.com/world/2001/aug/08/worlddispatch.kateconnolly,30
2001-08-09,Talking dirty,"""All I can say is that I'll never forget the hour I spent filming an interview with Mrs Ritchie. She was petulant, aggressive and confrontational.""",NA,https://www.theguardian.com/world/2001/aug/09/gender.uk1,2
2001-08-10,Leader: Arafat pays the price,Israel takes political revenge for bombing Sharon.,"Israel takes political revenge for bombing Sharon<BR><BR> <A HREF=""http://www.guardian.co.uk/israel"">Special report: Israel and the Middle East</A>",https://www.theguardian.com/world/2001/aug/11/israel.guardianleaders,4
2001-08-11,UN body blames press for hatred of refugees,"<p>Some British politicians and newspapers are partly responsible for creating a climate of hostility against asylum seekers that has led this week to the murder of one man and attacks on others, an international body said yesterday. </p>",NA,https://www.theguardian.com/society/2001/aug/11/asylum,23
2001-08-12,Frantic bidders snap up playboy prince's trinkets,"Hundreds of people flocked to Brunei yesterday for the start of the world's most outrageous clearance sale, the auctioning of 10,000 lots that once belonged to the business empire of the autocratic sultan's disgraced younger brother, Prince Jefri Bolkiah.",NA,https://www.theguardian.com/world/2001/aug/12/johnaglionby.theobserver,1
2001-08-13,Nude pics are downfall for social worker,"When Fleur Maidment let her boyfriend take naked pictures of her, she never imagined that they would get her sacked four years later.  <B>Diane Taylor</B> reports.","When Fleur Maidment let her boyfriend take naked pictures of her, she never imagined that they would get her sacked four years later.  Diane Taylor reports",https://www.theguardian.com/world/2001/aug/13/gender.uk,2
2001-08-14,Sidelines,"She had the eyes of Caligula, according to Francois Mitterand, and the mouth of Marilyn Monroe.",NA,https://www.theguardian.com/world/2001/aug/14/gender.uk,1
2001-08-15,Saddam calls out protesters,Iraqi television broke into a quiz show yesterday to announce that President Saddam Hussein wanted every able-bodied Iraqi to take to the streets this afternoon to demonstrate support for the Palestinian revolt.,"<A HREF=""http://www.guardian.co.uk/israel"">Special report: Israel and the Middle East</A>",https://www.theguardian.com/world/2001/aug/15/israel,6
2001-08-16,International news in brief,War suspect surrenders | Aids fake exposed | 250 die fleeing Angola's war |  Bedroom ban jolts the state,NA,https://www.theguardian.com/world/2001/aug/16/1,14
2001-08-17,Western units will 'robustly' defend themselves,"Nato troops will defend themselves ""robustly"" if they are fired on, according to the commander of the British assault brigade which will start leaving for Macedonia today to spearhead the planned deployment of the international force tasked with collecting weapons from the rebels.","<A HREF=""http://www.guardian.co.uk/macedonia/"">Special report: Macedonia</A>",https://www.theguardian.com/world/2001/aug/17/balkans1,3
2001-08-18,Putin puts democracy on a leash,"Ten years after the attempted coup, Russians are still divided between western liberties and Soviet security.","Ten years after the attempted coup, Russians are still divided between western liberties and Soviet security<BR><BR><A HREF=""http://www.guardian.co.uk/russia"">Special report: Russia</A>",https://www.theguardian.com/world/2001/aug/18/russia.iantraynor1,8
2001-08-19,"Arson, abuse, stone-throwing: Ireland's welcome for refugees",<p>It is known as the land of a thousand welcomes. But immigrants' dreams of a bright future in booming Ireland are souring amid rising levels of racist violence and intimidation.</p>,It is known as the land of a thousand welcomes. But immigrants' dreams of a bright future in booming Ireland are souring amid rising levels of racist violence and intimidation,https://www.theguardian.com/society/2001/aug/19/asylum4,12
2001-08-20,All change,"Every relationship has its defining moments. So how do you cope when your circumstances radically alter? Here, four women share their experiences.","Every relationship has its defining moments. So how do you cope when your circumstances radically alter? Here, four women share their experiences",https://www.theguardian.com/world/2001/aug/20/gender.uk,1
2001-08-21,Israel disavows killing of activist and his children,Mystery lies behind the death in the Gaza Strip on Sunday night of a top Palestinian bomb-maker.,"Mystery lies behind the death in the Gaza Strip on Sunday night of a top Palestinian bomb-maker<BR><BR><A HREF=""http://www.guardian.co.uk/israel"">Special report: Israel and the Middle 
East</A>",https://www.theguardian.com/world/2001/aug/21/israel,3
2001-08-22,Takeaways,British strongman Geoff Capes has started a campaign championing local takeaways. Read our guide to the most convenient sites on fast foods.,British strongman Geoff Capes has started a campaign championing local takeaways. Read our guide to the most convenient sites on fast foods,https://www.theguardian.com/news/2001/aug/22/netnotes.janeperrone,15
2001-08-23,60s urban guerrilla denied parole,"Kathy Boudin, former urban guerrilla and member of the Western underground, was denied parole yesterday from her 20-year life sentence.",NA,https://www.theguardian.com/world/2001/aug/23/duncancampbell,1
2001-08-24,Spread of Aids blamed on teachers,HIV infection in teachers and pupils is causing a crisis in the Central African Republic.,"HIV infection in teachers and pupils is causing a crisis in the Central African Republic<BR><BR><A HREF=""http://www.guardian.co.uk/aids/"">Special report: Aids</A>",https://www.theguardian.com/world/2001/aug/24/aids.schools,7
2001-08-25,Fear fuels exodus by both sides in the Holy Land,Jews and Palestinians are queuing up to secure their escape as the bloody cycle of violence shows no sign of ending.,"Jews and Palestinians are queuing up to secure their escape as the bloody cycle of violence shows no sign of ending<BR><BR><A HREF=""http://www.guardian.co.uk/israel"">Special report: Israel and the Middle East</A>",https://www.theguardian.com/world/2001/aug/26/israel,15
2001-08-26,Depardieu steals the digital thunder,French thriller beats Star Wars director to a technological first.,French thriller beats Star Wars director to a technological first,https://www.theguardian.com/world/2001/aug/26/filmnews.film,14
2001-08-27,Palestinian leader killed in Israeli attack,Head of PLO faction 'torn apart' by tank shells,Head of PLO faction 'torn apart' by tank shells,https://www.theguardian.com/world/2001/aug/27/israel1,3
2001-08-28,Madrid airport rocked by bomb,"A powerful car bomb shook Barajas airport in Madrid yesterday. There were no casualties, but almost 100 cars were damaged - 30 of them totally destroyed - in the blaze which followed the blast in a car park next to the domestic terminal.","<A HREF=""http://www.guardian.co.uk/spain"">Special report: violence in Spain</A>",https://www.theguardian.com/world/2001/aug/28/spain.travelnews,1
2001-08-29,Not since the blitz has the fear of strangers run so rampant in our intolerant countryside,"In her recent memoir A House Unlocked, Penelope Lively recounts the story of the blitz in West Somerset, when not bombs but children and occasionally their mothers rained down by the thousand upon the unsuspecting denizens of the countryside where I now live.","<A HREF=""http://www.guardian.co.uk/racism/"">Special report: race issues in the 
UK</A>",https://www.theguardian.com/uk/2001/aug/29/race.world,2
2001-08-30,Teachers blamed for Aids crisis in schools,"Self-assured, Nadine Igala stares straight ahead as she describes what happened to her friend, a fellow pupil at Miskine grammar school on the outskirts of Bangui, the capital of the Central African Republic.",NA,https://www.theguardian.com/theguardian/2001/aug/30/guardianweekly.guardianweekly1,5
2001-08-31,Letter: Bush's cynical Middle East policy,"President Bush has been very free with his criticisms of Palestinian ""terrorism"". But he should be directing his criticisms at his own country.","<A HREF=""http://talk.guardian.co.uk"">Have your say</A><BR><A HREF=""http://www.guardian.co.uk/israel"">Special report: Israel and the Middle East</A>",https://www.theguardian.com/world/2001/aug/31/israel.guardianletters,15
2001-09-01,Tokyo's sleaze zone is revealed as deathtrap,Japan in shock after 44 die in inferno at sex parlour without fire escapes.,"Japan in shock after 44 die in inferno at sex parlour without fire escapes<BR><BR><A HREF=""http://www.guardian.co.uk/japan/"">Special report: Japan</A>",https://www.theguardian.com/world/2001/sep/02/japan.jonathanwatts,3
2001-09-02,Naked First Lady reborn as the Grecian Oprah,"In the tradition of all great soap operas, it has a winning formula: a statuesque widow, sexual dalliances among the rich and powerful and a kaleidoscopic world of shifting allegiances. Greeks, always keen for a bit of drama, are lapping up the latest episode of the Mimi Saga. And Dimitra Liani Papandreou, known widely as Mimi, their titillating former First Lady, shows no sign of letting them down.","Mimi is set for career as TV chat hostess, reports Helena Smith in Athens",https://www.theguardian.com/world/2001/sep/02/helenasmith.theobserver,1
2001-09-03,Italy forces UN to move food summit,"Italy has bulldozed the United Nations into agreeing to switch a world food summit from Rome to another location, probably elsewhere in Italy, which can be defended from anti-globalisation protests.","<A HREF=""http://www.guardian.co.uk/globalisation/"">Special report: globalisation</A>",https://www.theguardian.com/world/2001/sep/03/globalisation.unitednations,3
2001-09-04,11 hurt in suicide bomb attack,A suicide bomber today killed himself and injured 11 others in an attack near a school in Jerusalem.,"<A HREF=""http://www.guardian.co.uk/israel/"">Special report: Israel and the Middle East</A>",https://www.theguardian.com/world/2001/sep/04/israel1,5
2001-09-05,Japan's sun rises again in the west,"In San Francisco this week, there will be an enormous gathering to celebrate 50 years of the US-Japanese ""special relationship"".","<A HREF=""http://www.guardian.co.uk/japan/"">Special report: Japan</A>",https://www.theguardian.com/world/2001/sep/05/japan.features11,11
